CMDLINE C:\Users\anton\AppData\Local\Programs\Python\Python310\python.exe .\held_karp_algorithm.py
MEM 1.656250 1668776031.1530
MEM 17.085938 1668776031.2588
MEM 25.640625 1668776031.3664
MEM 31.792969 1668776031.4750
MEM 32.019531 1668776031.5838
MEM 32.027344 1668776031.6923
MEM 32.105469 1668776031.8005
MEM 32.152344 1668776031.9099
MEM 32.273438 1668776032.0181
MEM 32.320312 1668776032.1268
MEM 32.359375 1668776032.2356
MEM 32.394531 1668776032.3450
MEM 32.425781 1668776032.4536
MEM 32.453125 1668776032.5622
MEM 32.625000 1668776032.6707
MEM 32.656250 1668776032.7799
MEM 32.691406 1668776032.8890
MEM 32.722656 1668776032.9976
MEM 32.753906 1668776033.1064
MEM 32.789062 1668776033.2150
MEM 32.820312 1668776033.3225
MEM 32.851562 1668776033.4302
MEM 32.882812 1668776033.5385
MEM 32.914062 1668776033.6474
MEM 32.945312 1668776033.7561
MEM 32.984375 1668776033.8648
MEM 33.019531 1668776033.9738
MEM 33.054688 1668776034.0817
MEM 33.367188 1668776034.1900
MEM 33.398438 1668776034.2980
MEM 33.441406 1668776034.4054
MEM 33.472656 1668776034.5142
MEM 33.546875 1668776034.6235
MEM 33.546875 1668776034.7317
MEM 33.609375 1668776034.8407
MEM 33.671875 1668776034.9494
MEM 33.671875 1668776035.0574
MEM 33.734375 1668776035.1662
MEM 33.734375 1668776035.2738
MEM 33.796875 1668776035.3827
MEM 33.796875 1668776035.4916
MEM 33.816406 1668776035.6005
MEM 33.843750 1668776035.7082
MEM 33.875000 1668776035.8171
MEM 33.902344 1668776035.9273
MEM 33.933594 1668776036.0354
MEM 33.957031 1668776036.1445
MEM 33.976562 1668776036.2535
MEM 34.003906 1668776036.3654
MEM 34.027344 1668776036.4724
MEM 34.050781 1668776036.5828
MEM 34.074219 1668776036.6910
MEM 34.097656 1668776036.7997
MEM 34.125000 1668776036.9091
MEM 34.148438 1668776037.0170
MEM 34.175781 1668776037.1262
MEM 34.199219 1668776037.2348
MEM 34.796875 1668776037.3431
MEM 34.816406 1668776037.4513
MEM 34.843750 1668776037.5593
MEM 34.863281 1668776037.6955
MEM 34.882812 1668776037.8081
MEM 34.902344 1668776037.9162
MEM 34.929688 1668776038.0239
MEM 34.949219 1668776038.1330
MEM 34.972656 1668776038.2408
MEM 35.054688 1668776038.3489
MEM 35.054688 1668776038.4585
MEM 35.054688 1668776038.5683
MEM 35.054688 1668776038.6779
MEM 35.117188 1668776038.7862
MEM 35.117188 1668776038.8956
MEM 35.179688 1668776039.0042
MEM 35.179688 1668776039.1130
MEM 35.242188 1668776039.2225
MEM 35.242188 1668776039.3322
MEM 35.242188 1668776039.4413
MEM 35.261719 1668776039.5519
MEM 35.285156 1668776039.6608
MEM 35.308594 1668776039.7703
MEM 35.335938 1668776039.8800
MEM 35.363281 1668776039.9889
MEM 35.386719 1668776040.0963
MEM 35.410156 1668776040.2065
MEM 35.437500 1668776040.3155
MEM 35.460938 1668776040.4261
MEM 35.488281 1668776040.5358
MEM 35.511719 1668776040.6446
MEM 35.535156 1668776040.7536
MEM 35.558594 1668776040.8624
MEM 35.589844 1668776040.9715
MEM 35.613281 1668776041.0809
MEM 35.640625 1668776041.1900
