CMDLINE C:\Users\anton\AppData\Local\Programs\Python\Python310\python.exe .\held_karp_algorithm.py
MEM 1.671875 1668775600.8022
MEM 18.593750 1668775600.9134
MEM 31.742188 1668775601.0219
MEM 32.070312 1668775601.1306
MEM 32.101562 1668775601.2380
MEM 32.175781 1668775601.3475
MEM 32.222656 1668775601.4566
MEM 32.328125 1668775601.5653
MEM 32.363281 1668775601.6740
MEM 32.394531 1668775601.7831
MEM 32.425781 1668775601.8916
MEM 32.453125 1668775602.0009
MEM 32.488281 1668775602.1101
MEM 32.515625 1668775602.2187
MEM 32.687500 1668775602.3270
MEM 32.718750 1668775602.4363
MEM 32.746094 1668775602.5464
MEM 32.777344 1668775602.6546
MEM 32.804688 1668775602.7633
MEM 32.835938 1668775602.8712
MEM 32.867188 1668775602.9796
MEM 32.894531 1668775603.0890
MEM 32.917969 1668775603.1977
MEM 32.945312 1668775603.3066
MEM 32.968750 1668775603.4154
MEM 32.992188 1668775603.5244
MEM 33.019531 1668775603.6329
MEM 33.085938 1668775603.7415
MEM 33.085938 1668775603.8508
MEM 33.148438 1668775603.9598
MEM 33.148438 1668775604.0673
MEM 33.429688 1668775604.1750
MEM 33.492188 1668775604.2844
MEM 33.492188 1668775604.3926
MEM 33.500000 1668775604.5013
MEM 33.523438 1668775604.6093
MEM 33.550781 1668775604.7177
MEM 33.574219 1668775604.8261
MEM 33.593750 1668775604.9360
MEM 33.621094 1668775605.0454
MEM 33.644531 1668775605.1528
MEM 33.671875 1668775605.2623
MEM 33.695312 1668775605.3707
MEM 33.722656 1668775605.4789
MEM 33.746094 1668775605.5891
MEM 33.773438 1668775605.6933
MEM 33.796875 1668775605.8007
MEM 33.824219 1668775605.9097
MEM 33.847656 1668775606.0188
MEM 33.875000 1668775606.1264
MEM 33.898438 1668775606.2348
MEM 33.925781 1668775606.3436
MEM 33.949219 1668775606.4530
MEM 33.976562 1668775606.5620
MEM 34.000000 1668775606.6714
MEM 34.027344 1668775606.7799
MEM 34.050781 1668775606.8895
MEM 34.117188 1668775606.9986
MEM 34.117188 1668775607.1081
MEM 34.179688 1668775607.2167
MEM 34.179688 1668775607.3252
MEM 34.179688 1668775607.4343
MEM 34.242188 1668775607.5435
MEM 34.242188 1668775607.6524
MEM 34.246094 1668775607.7601
MEM 34.265625 1668775607.8685
MEM 34.855469 1668775607.9766
MEM 34.875000 1668775608.0850
MEM 34.894531 1668775608.1942
MEM 34.921875 1668775608.3026
MEM 34.941406 1668775608.4111
MEM 34.960938 1668775608.5198
MEM 34.980469 1668775608.6290
MEM 35.000000 1668775608.7387
MEM 35.027344 1668775608.8482
MEM 35.046875 1668775608.9560
MEM 35.066406 1668775609.0651
MEM 35.085938 1668775609.1738
MEM 35.109375 1668775609.2823
MEM 35.132812 1668775609.3909
MEM 35.152344 1668775609.4997
MEM 35.171875 1668775609.6087
MEM 35.191406 1668775609.7168
MEM 35.214844 1668775609.8261
MEM 35.238281 1668775609.9339
MEM 35.257812 1668775610.0419
MEM 35.277344 1668775610.1513
MEM 35.304688 1668775610.2607
MEM 35.375000 1668775610.3691
MEM 35.375000 1668775610.4777
MEM 35.437500 1668775610.5876
MEM 35.437500 1668775610.6963
MEM 35.437500 1668775610.8049
MEM 35.453125 1668775610.9131
MEM 35.476562 1668775611.0223
MEM 35.496094 1668775611.1316
MEM 35.515625 1668775611.2410
MEM 35.539062 1668775611.3505
MEM 35.562500 1668775611.4596
MEM 35.582031 1668775611.5702
MEM 35.601562 1668775611.6789
MEM 35.625000 1668775611.7880
MEM 35.648438 1668775611.8973
MEM 35.667969 1668775612.0054
MEM 35.687500 1668775612.1143
MEM 35.707031 1668775612.2228
MEM 35.730469 1668775612.3312
MEM 35.753906 1668775612.4400
MEM 35.773438 1668775612.5483
MEM 35.792969 1668775612.6569
MEM 35.812500 1668775612.7656
MEM 35.835938 1668775612.8747
MEM 35.859375 1668775612.9833
MEM 35.875000 1668775613.0912
MEM 35.886719 1668775613.1993
MEM 35.910156 1668775613.3076
MEM 35.929688 1668775613.4165
MEM 35.949219 1668775613.5250
MEM 35.968750 1668775613.6335
MEM 35.988281 1668775613.7414
MEM 36.011719 1668775613.8502
MEM 36.035156 1668775613.9587
MEM 36.054688 1668775614.0668
MEM 36.074219 1668775614.1754
MEM 36.097656 1668775614.2842
MEM 36.117188 1668775614.3925
MEM 36.140625 1668775614.5010
MEM 36.167969 1668775614.6085
MEM 36.187500 1668775614.7170
MEM 36.261719 1668775614.8247
MEM 36.261719 1668775614.9333
MEM 36.261719 1668775615.0416
MEM 36.324219 1668775615.1501
MEM 36.324219 1668775615.2582
MEM 36.324219 1668775615.3667
MEM 36.386719 1668775615.4755
MEM 36.386719 1668775615.5841
MEM 36.386719 1668775615.6941
MEM 36.398438 1668775615.8018
MEM 36.417969 1668775615.9105
MEM 36.437500 1668775616.0196
MEM 36.457031 1668775616.1282
MEM 36.484375 1668775616.2369
MEM 36.503906 1668775616.3465
MEM 36.527344 1668775616.4561
MEM 36.542969 1668775616.5652
MEM 36.683594 1668775616.6743
MEM 36.699219 1668775616.7822
MEM 36.718750 1668775616.8913
MEM 36.738281 1668775616.9991
MEM 36.753906 1668775617.1079
MEM 36.773438 1668775617.2167
MEM 36.792969 1668775617.3256
MEM 36.816406 1668775617.4348
MEM 36.839844 1668775617.5430
MEM 36.859375 1668775617.6526
MEM 36.886719 1668775617.7613
MEM 36.906250 1668775617.8702
MEM 36.929688 1668775617.9791
MEM 37.007812 1668775618.0878
MEM 37.007812 1668775618.1961
MEM 37.007812 1668775618.3044
MEM 37.070312 1668775618.4127
MEM 37.070312 1668775618.5211
MEM 37.070312 1668775618.6302
MEM 37.085938 1668775618.7395
MEM 37.105469 1668775618.8487
MEM 37.132812 1668775618.9574
MEM 37.152344 1668775619.0649
MEM 37.175781 1668775619.1735
MEM 37.195312 1668775619.2816
MEM 37.222656 1668775619.3907
MEM 37.242188 1668775619.4997
MEM 37.265625 1668775619.6082
MEM 37.289062 1668775619.7179
MEM 37.312500 1668775619.8279
MEM 37.332031 1668775619.9369
MEM 37.355469 1668775620.0449
MEM 37.378906 1668775620.1547
