CMDLINE C:\Users\anton\AppData\Local\Programs\Python\Python310\python.exe .\held_karp_algorithm.py
MEM 1.671875 1668775401.7074
MEM 18.035156 1668775401.8118
MEM 31.664062 1668775401.9197
MEM 32.023438 1668775402.0281
MEM 32.042969 1668775402.1379
MEM 32.101562 1668775402.2468
MEM 32.132812 1668775402.3568
MEM 32.175781 1668775402.4650
MEM 32.281250 1668775402.5739
MEM 32.312500 1668775402.6823
MEM 32.343750 1668775402.7913
MEM 32.367188 1668775402.9008
MEM 32.394531 1668775403.0099
MEM 32.417969 1668775403.1172
MEM 32.445312 1668775403.2265
MEM 32.468750 1668775403.3348
MEM 32.636719 1668775403.4441
MEM 32.660156 1668775403.5526
MEM 32.679688 1668775403.6608
MEM 32.710938 1668775403.7705
MEM 32.734375 1668775403.8796
MEM 32.757812 1668775403.9883
MEM 32.843750 1668775404.0976
MEM 32.843750 1668775404.2060
MEM 32.843750 1668775404.3145
MEM 32.906250 1668775404.4234
MEM 32.906250 1668775404.5316
MEM 32.906250 1668775404.6405
MEM 32.968750 1668775404.7498
MEM 32.968750 1668775404.8586
MEM 32.972656 1668775404.9681
MEM 32.988281 1668775405.0759
MEM 33.011719 1668775405.1846
MEM 33.031250 1668775405.2937
MEM 33.050781 1668775405.4024
MEM 33.355469 1668775405.5110
MEM 33.375000 1668775405.6197
MEM 33.398438 1668775405.7255
MEM 33.417969 1668775405.8348
MEM 33.437500 1668775405.9431
MEM 33.457031 1668775406.0519
MEM 33.476562 1668775406.1617
MEM 33.503906 1668775406.2700
MEM 33.523438 1668775406.3789
MEM 33.542969 1668775406.4881
MEM 33.562500 1668775406.5965
MEM 33.589844 1668775406.7057
MEM 33.605469 1668775406.8148
MEM 33.625000 1668775406.9246
MEM 33.644531 1668775407.0339
MEM 33.660156 1668775407.1422
MEM 33.679688 1668775407.2514
MEM 33.750000 1668775407.3597
MEM 33.750000 1668775407.4684
MEM 33.750000 1668775407.5775
MEM 33.750000 1668775407.6851
MEM 33.812500 1668775407.7941
MEM 33.812500 1668775407.9032
MEM 33.812500 1668775408.0119
MEM 33.824219 1668775408.1215
MEM 33.843750 1668775408.2304
MEM 33.859375 1668775408.3383
MEM 33.878906 1668775408.4458
MEM 33.894531 1668775408.5544
MEM 33.914062 1668775408.6633
MEM 33.933594 1668775408.7711
MEM 33.949219 1668775408.8802
MEM 33.964844 1668775408.9886
MEM 33.984375 1668775409.0972
MEM 34.000000 1668775409.2056
MEM 34.019531 1668775409.3151
MEM 34.035156 1668775409.4235
MEM 34.050781 1668775409.5324
MEM 34.070312 1668775409.6407
MEM 34.089844 1668775409.7505
MEM 34.109375 1668775409.8586
MEM 34.125000 1668775409.9668
MEM 34.140625 1668775410.0756
MEM 34.160156 1668775410.1841
MEM 34.171875 1668775410.2929
MEM 34.187500 1668775410.4009
MEM 34.199219 1668775410.5094
MEM 34.785156 1668775410.6193
MEM 34.800781 1668775410.7286
MEM 34.816406 1668775410.8387
MEM 34.882812 1668775410.9471
