CMDLINE C:\Users\anton\AppData\Local\Programs\Python\Python310\python.exe .\held_karp_algorithm.py
MEM 1.671875 1668775504.6340
MEM 17.410156 1668775504.7413
MEM 29.390625 1668775504.8510
MEM 31.937500 1668775504.9597
MEM 31.960938 1668775505.0692
MEM 31.968750 1668775505.1810
MEM 32.042969 1668775505.2894
MEM 32.074219 1668775505.3984
MEM 32.105469 1668775505.5075
MEM 32.207031 1668775505.6166
MEM 32.234375 1668775505.7256
MEM 32.265625 1668775505.8348
MEM 32.296875 1668775505.9444
MEM 32.332031 1668775506.0541
MEM 32.363281 1668775506.1623
MEM 32.394531 1668775506.2705
MEM 32.562500 1668775506.3802
MEM 32.589844 1668775506.4888
MEM 32.613281 1668775506.5981
MEM 32.640625 1668775506.7071
MEM 32.664062 1668775506.8163
MEM 32.691406 1668775506.9248
MEM 32.722656 1668775507.0333
MEM 32.746094 1668775507.1423
MEM 32.828125 1668775507.2510
MEM 32.828125 1668775507.3609
MEM 32.828125 1668775507.4695
MEM 32.890625 1668775507.5781
MEM 32.890625 1668775507.6869
MEM 32.953125 1668775507.7960
MEM 32.953125 1668775507.9046
MEM 32.953125 1668775508.0126
MEM 32.976562 1668775508.1211
MEM 33.281250 1668775508.2297
MEM 33.308594 1668775508.3381
MEM 33.332031 1668775508.4466
MEM 33.359375 1668775508.5557
MEM 33.382812 1668775508.6653
MEM 33.410156 1668775508.7743
MEM 33.433594 1668775508.8831
MEM 33.460938 1668775508.9927
MEM 33.484375 1668775509.1020
MEM 33.503906 1668775509.2108
MEM 33.523438 1668775509.3201
MEM 33.546875 1668775509.4289
MEM 33.570312 1668775509.5381
MEM 33.589844 1668775509.6469
MEM 33.609375 1668775509.7552
MEM 33.632812 1668775509.8646
MEM 33.656250 1668775509.9733
MEM 33.675781 1668775510.0820
MEM 33.695312 1668775510.1899
MEM 33.718750 1668775510.2990
MEM 33.738281 1668775510.4076
MEM 33.757812 1668775510.5168
MEM 33.777344 1668775510.6252
MEM 33.796875 1668775510.7341
MEM 33.859375 1668775510.8414
MEM 33.859375 1668775510.9504
MEM 33.859375 1668775511.0598
MEM 33.921875 1668775511.1688
MEM 33.921875 1668775511.2778
MEM 33.921875 1668775511.3868
MEM 33.937500 1668775511.4954
MEM 33.964844 1668775511.6041
MEM 33.984375 1668775511.7128
MEM 34.003906 1668775511.8211
MEM 34.023438 1668775511.9308
MEM 34.046875 1668775512.0391
MEM 34.066406 1668775512.1481
MEM 34.085938 1668775512.2579
MEM 34.105469 1668775512.3651
MEM 34.128906 1668775512.4738
MEM 34.722656 1668775512.5826
MEM 34.742188 1668775512.6913
MEM 34.761719 1668775512.7994
MEM 34.785156 1668775512.9080
MEM 34.804688 1668775513.0162
MEM 34.828125 1668775513.1264
MEM 34.847656 1668775513.2348
MEM 34.867188 1668775513.3432
MEM 34.886719 1668775513.4517
MEM 34.906250 1668775513.5601
MEM 34.933594 1668775513.6685
MEM 34.949219 1668775513.7765
MEM 34.968750 1668775513.8855
MEM 34.988281 1668775513.9941
MEM 35.054688 1668775514.1020
MEM 35.054688 1668775514.2109
MEM 35.054688 1668775514.3185
MEM 35.117188 1668775514.4286
MEM 35.117188 1668775514.5370
MEM 35.117188 1668775514.6460
MEM 35.117188 1668775514.7550
MEM 35.132812 1668775514.8637
MEM 35.152344 1668775514.9725
MEM 35.167969 1668775515.0812
MEM 35.187500 1668775515.1897
MEM 35.203125 1668775515.2974
MEM 35.222656 1668775515.4057
MEM 35.246094 1668775515.5152
MEM 35.265625 1668775515.6241
MEM 35.281250 1668775515.7331
MEM 35.300781 1668775515.8425
MEM 35.320312 1668775515.9509
MEM 35.339844 1668775516.0600
MEM 35.355469 1668775516.1682
MEM 35.375000 1668775516.2773
MEM 35.390625 1668775516.3865
MEM 35.410156 1668775516.4945
MEM 35.429688 1668775516.6031
MEM 35.449219 1668775516.7116
MEM 35.464844 1668775516.8198
MEM 35.484375 1668775516.9282
MEM 35.500000 1668775517.0372
MEM 35.519531 1668775517.1467
MEM 35.539062 1668775517.2562
